NCM;Exp_jan;Imp_jan;Net_jan;Exp_fev;Imp_fev;Net_fev;Exp_mar;Imp_mar;Net_mar;Exp_abr;Imp_abr;Net_abr;Exp_mai;Imp_mai;Net_mai;Exp_jun;Imp_jun;Net_jun;Exp_jul;Imp_jul;Net_jul;Exp_ago;Imp_ago;Net_ago;Exp_set;Imp_set;Net_set;Exp_out;Imp_out;Net_out;Exp_nov;Imp_nov;Net_nov;Exp_dez;Imp_dez;Net_dez;Exp_total;Imp_total;Net_total
69032090;0;0;0;0;0;0;0;5566;-5566;0;0;0;0;0;0;0;0;0;0;5110;-5110;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10676;-10676
16042090;0;0;0;0;0;0;0;3043;-3043;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3043;-3043
84481900;0;0;0;0;18416;-18416;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18416;-18416
55095100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28378;-28378;0;0;0;0;0;0;0;0;0;0;0;0;0;28378;-28378
85462000;0;0;0;0;0;0;0;233;-233;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;637;-637;0;0;0;0;0;0;0;870;-870
84529099;0;0;0;0;0;0;0;0;0;0;569;-569;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3226;-3226;0;0;0;0;3795;-3795
90251990;0;2059;-2059;0;0;0;0;478;-478;0;0;0;0;0;0;0;254;-254;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2791;-2791
90178090;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;97;-97;0;0;0;0;0;0;0;97;-97
84099118;0;20280;-20280;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12523;-12523;0;32803;-32803
54075100;0;60606;-60606;0;0;0;0;59541;-59541;0;0;0;0;0;0;0;0;0;0;0;0;0;61895;-61895;0;0;0;0;53113;-53113;0;0;0;0;131516;-131516;0;366671;-366671
38151900;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;115641;-115641;0;115641;-115641
54075210;0;0;0;0;0;0;0;0;0;0;0;0;0;8761;-8761;0;0;0;0;0;0;0;11042;-11042;0;0;0;0;15709;-15709;0;7531;-7531;0;11239;-11239;0;54282;-54282
85411021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2522;-2522;0;0;0;0;0;0;0;2370;-2370;0;0;0;0;0;0;0;0;0;0;4892;-4892
74199930;0;0;0;0;0;0;0;0;0;0;29;-29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;-26;0;0;0;0;55;-55
84283300;0;0;0;0;81233;-81233;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;81233;-81233
74199990;0;1591;-1591;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;355;-355;0;0;0;0;0;0;0;0;0;0;1946;-1946
62160000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2253;-2253;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2253;-2253
69091910;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3006;-3006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3006;-3006
90278020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;112630;-112630;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;112630;-112630
73202090;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;-4;0;0;0;0;0;0;0;0;0;0;28;-28;0;0;0;0;32;-32
73042310;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5929;-5929;0;0;0;0;0;0;0;0;0;0;0;0;0;5929;-5929
95059000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3766;-3766;0;0;0;0;0;0;0;0;0;0;0;0;0;6149;-6149;0;0;0;0;9915;-9915
84199010;0;0;0;0;0;0;0;1677;-1677;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1352;-1352;0;0;0;0;3029;-3029
90318011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7014;-7014;0;0;0;0;0;0;0;0;0;0;0;0;0;7014;-7014
85098090;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;718;-718;0;0;0;0;0;0;0;718;-718
84411010;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7272;-7272;0;0;0;0;0;0;0;0;0;0;7272;-7272
90291010;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;151;-151;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;151;-151
90328990;0;0;0;0;0;0;0;191;-191;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;191;-191
84311010;0;0;0;0;1391;-1391;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1391;-1391
69111010;0;0;0;0;23813;-23813;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23813;-23813
76061290;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5525;-5525;0;5525;-5525
85171222;0;0;0;0;0;0;0;40312;-40312;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40312;-40312
87085099;0;0;0;0;0;0;0;1076;-1076;0;0;0;0;0;0;0;1191;-1191;0;4340;-4340;0;3311;-3311;0;0;0;0;5518;-5518;0;0;0;0;0;0;0;15436;-15436
85122011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;-26;0;0;0;0;0;0;0;0;0;0;5626;-5626;0;5652;-5652
85441100;0;0;0;0;436;-436;0;0;0;0;441;-441;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;877;-877
57039000;0;13587;-13587;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16464;-16464;0;0;0;0;8880;-8880;0;0;0;0;38931;-38931
39269040;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3054;-3054;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3054;-3054
84818091;0;186;-186;0;0;0;0;0;0;0;559;-559;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;745;-745
85182990;0;1235;-1235;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1235;-1235
73151100;0;0;0;0;0;0;0;429;-429;0;0;0;0;0;0;0;0;0;0;0;0;0;79;-79;0;0;0;0;0;0;0;0;0;0;0;0;0;508;-508
39172900;943;0;943;950;0;950;4160;0;4160;6898;0;6898;1135;0;1135;1197;21;1176;2292;0;2292;8170;0;8170;7453;0;7453;8042;0;8042;0;0;0;0;0;0;41240;21;41219
82032090;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;524;-524;0;0;0;0;0;0;0;0;0;0;0;0;0;524;-524
85045000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;238;-238;0;0;0;0;0;0;0;238;-238
90049090;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3951;-3951;0;0;0;0;0;0;0;0;0;0;3951;-3951
68159911;0;0;0;0;0;0;0;0;0;0;0;0;0;270681;-270681;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;270681;-270681
39171029;0;0;0;0;0;0;0;0;0;0;0;0;0;10798;-10798;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10798;-10798
57050000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12000;-12000;0;0;0;0;0;0;0;0;0;0;12000;-12000
85122019;0;0;0;0;302;-302;0;0;0;0;0;0;0;921;-921;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1223;-1223
90321090;0;0;0;0;0;0;0;6;-6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;-6;0;12;-12
84143011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;471;-471;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;471;-471
74101119;0;1255;-1255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1255;-1255
62034300;0;0;0;0;72936;-72936;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72936;-72936
39173240;0;0;0;0;159;-159;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;159;-159
84122110;0;0;0;0;1843;-1843;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41451;-41451;0;0;0;0;0;0;0;0;0;0;0;0;0;43294;-43294
63079010;0;0;0;0;0;0;0;0;0;0;170000;-170000;0;0;0;0;0;0;0;11862;-11862;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;181862;-181862
84149010;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;419;-419;0;0;0;0;0;0;0;0;0;0;0;0;0;419;-419
76071990;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;555;-555;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;555;-555
84483219;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;838;-838;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;838;-838
90272012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20370;-20370;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20370;-20370
72043000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3795;-3795;0;0;0;0;3795;-3795
87082914;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19079;-19079;0;0;0;0;0;0;0;19079;-19079
90262090;0;0;0;0;0;0;0;647;-647;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2056;-2056;0;0;0;0;0;0;0;0;0;0;2703;-2703
67029000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3519;-3519;0;0;0;0;0;0;0;0;0;0;0;0;0;2692;-2692;0;14054;-14054;0;20265;-20265
84716061;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5454;-5454;0;5454;-5454
52029100;0;0;0;0;0;0;0;0;0;0;9291;-9291;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9291;-9291
90279099;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4238;-4238;0;1636;-1636;0;0;0;0;0;0;0;0;0;0;5874;-5874
91052900;0;0;0;0;0;0;0;1848;-1848;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4304;-4304;0;0;0;0;6152;-6152
84135010;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2081;-2081;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2081;-2081
85043119;0;424;-424;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1665;-1665;0;15;-15;0;0;0;0;2104;-2104
96072000;0;23371;-23371;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31426;-31426;0;54797;-54797
69149000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3828;-3828;0;3828;-3828
87089300;0;0;0;0;0;0;0;1787;-1787;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1787;-1787
87168000;0;0;0;0;0;0;0;20279;-20279;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19208;-19208;0;0;0;0;0;0;0;0;0;0;39487;-39487
76041021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2806;-2806;0;2806;-2806
63026000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8307;-8307;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8307;-8307
85122029;0;4700;-4700;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4700;-4700
12099100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12360;-12360;0;0;0;0;0;0;0;0;0;0;0;0;0;12360;-12360
94059900;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1034;-1034;0;0;0;0;0;0;0;0;0;0;881;-881;0;0;0;0;1915;-1915
84304190;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;482136;-482136;0;0;0;0;0;0;0;482136;-482136
84133030;0;1868;-1868;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13340;-13340;0;0;0;0;15208;-15208
94018000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3268;-3268;0;0;0;0;3268;-3268
84485190;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6838;-6838;0;0;0;0;13653;-13653;0;0;0;0;20491;-20491
82055100;0;0;0;0;0;0;0;0;0;0;0;0;0;14424;-14424;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14424;-14424
30021590;0;0;0;0;0;0;0;0;0;0;0;0;0;60000;-60000;0;80000;-80000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4400;-4400;0;144400;-144400
73042390;0;207715;-207715;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;207715;-207715
69021018;0;655625;-655625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;655625;-655625
84778090;0;72925;-72925;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72925;-72925
90272019;0;0;0;0;80500;-80500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80500;-80500
84483991;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8032;-8032;0;0;0;0;8032;-8032
40081100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;542;-542;0;0;0;0;0;0;0;542;-542
70195100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;241;-241;0;0;0;0;0;0;0;241;-241
85312000;0;0;0;0;0;0;0;11486;-11486;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1301;-1301;0;8265;-8265;0;0;0;0;21052;-21052
7119000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10967;-10967;0;11137;-11137;0;22104;-22104
85319000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3955;-3955;0;0;0;0;3955;-3955
42029200;0;0;0;0;13880;-13880;0;0;0;0;0;0;0;476;-476;0;0;0;0;0;0;0;0;0;0;0;0;0;20648;-20648;0;0;0;0;0;0;0;35004;-35004
85044010;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1529;-1529;0;0;0;0;0;0;0;1529;-1529
95051000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;286;-286;0;0;0;0;0;0;0;286;-286
85469000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;247;-247;0;0;0;0;0;0;0;247;-247
85141010;0;0;0;0;0;0;0;25927;-25927;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25927;-25927
39181000;0;0;0;0;0;0;0;0;0;0;0;0;0;3990;-3990;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3990;-3990
84178090;0;0;0;0;0;0;0;345094;-345094;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;345094;-345094
69101000;0;8753;-8753;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;262;-262;0;9015;-9015
58042100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39247;-39247;0;0;0;0;0;0;0;0;0;0;33992;-33992;0;73239;-73239
42022210;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;160;0;0;0;0;0;0;0;0;0;0;636;-636;0;0;0;0;0;0;160;636;-476
90303200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;536;-536;0;0;0;0;0;0;0;0;0;0;0;0;0;536;-536
84136019;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;-45;0;0;0;0;45;-45
85367000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1100;-1100;0;0;0;0;1100;-1100
84818093;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2064;-2064;0;0;0;0;2064;-2064
87149200;0;4411;-4411;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4374;-4374;0;0;0;0;0;0;0;0;0;0;8785;-8785
84413090;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11042;-11042;0;0;0;0;0;0;0;0;0;0;11042;-11042
95062900;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1698;-1698;0;0;0;0;0;0;0;0;0;0;1698;-1698
95030039;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17575;-17575;0;0;0;0;0;0;0;0;0;0;17575;-17575
90173010;0;0;0;0;1436;-1436;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1459;-1459;0;0;0;0;0;0;0;2895;-2895
94051099;0;0;0;0;0;0;0;4132;-4132;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12832;-12832;0;0;0;0;16964;-16964
39173229;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;76;-76;0;76;-76
85118090;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5370;-5370;0;0;0;0;0;0;0;1776;-1776;0;7146;-7146
85030010;0;27185;-27185;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27185;-27185
85131090;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200;-200;0;0;0;0;0;0;0;0;0;0;0;0;0;200;-200
84463040;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;314470;-314470;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;314470;-314470
33074100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2192;-2192;0;0;0;0;2192;-2192
87038000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58108;-58108;0;0;0;0;0;0;0;58108;-58108
85072010;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;283;-283;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;283;-283
84224090;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3353;0;3353;0;0;0;0;0;0;0;16372;-16372;0;0;0;0;0;0;0;0;0;3353;16372;-13019
84812019;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9610;-9610;0;0;0;0;0;0;0;0;0;0;910;-910;0;0;0;0;0;0;0;10520;-10520
68151090;0;0;0;0;45;-45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;-45
33021000;0;13453;-13453;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41221;0;41221;0;0;0;0;0;0;0;0;0;41221;13453;27768
84213920;0;0;0;0;2376;-2376;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2376;-2376
84378090;0;0;0;0;0;0;0;6711;-6711;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6711;-6711
72022900;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3380;-3380;0;3380;-3380
74191000;0;1040;-1040;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1040;-1040
38160019;0;2908;-2908;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2908;-2908
84099915;0;566;-566;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;566;-566
90269090;0;0;0;0;0;0;0;7104;-7104;0;0;0;0;0;0;0;0;0;0;11647;-11647;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18751;-18751
82042000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;678;-678;0;0;0;0;0;0;0;0;0;0;0;0;0;678;-678
63025300;0;0;0;0;0;0;0;0;0;0;0;0;0;583;-583;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;583;-583
85013210;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1650;-1650;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1650;-1650
87083090;0;0;0;0;29647;-29647;0;0;0;0;0;0;0;0;0;0;42858;-42858;0;0;0;0;0;0;0;3612;-3612;0;0;0;0;0;0;0;0;0;0;76117;-76117
38249941;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;69;-69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;69;-69
84388090;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5037;-5037;0;0;0;0;0;0;0;0;0;0;0;0;0;5037;-5037
40103300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;904;-904;0;0;0;0;0;0;0;0;0;0;0;0;0;904;-904
84485110;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1784;-1784;0;0;0;0;1784;-1784
40169590;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10749;-10749;0;0;0;0;10749;-10749
48192000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;348;-348;0;0;0;0;348;-348
39269069;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;349;-349;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;349;-349
85235190;0;0;0;0;0;0;0;190;-190;0;0;0;0;0;0;0;0;0;311;0;311;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;311;190;121
